func_id,condition,model_id,status,score
spiral_order,C1+,gpt-5.4,ok,1.0
spiral_order,C2,claude-opus-4-6,ok,1.0
spiral_order,C2,gpt-5.4,ok,1.0
spiral_order,C3,claude-opus-4-6,ok,1.0
spiral_order,C3,gpt-5.4,ok,1.0
spiral_order,C4,claude-opus-4-6,ok,1.0
spiral_order,C4,gpt-5.4,ok,1.0
strided_windows,C1,claude-opus-4-6,ok,1.0
strided_windows,C1,gpt-5.4,ok,1.0
strided_windows,C1+,claude-opus-4-6,ok,0.0
strided_windows,C1+,gpt-5.4,ok,0.0
strided_windows,C2,claude-opus-4-6,ok,1.0
strided_windows,C2,gpt-5.4,ok,1.0
strided_windows,C3,claude-opus-4-6,ok,1.0
strided_windows,C3,gpt-5.4,ok,1.0
strided_windows,C4,claude-opus-4-6,ok,1.0
strided_windows,C4,gpt-5.4,ok,1.0
tokenize_arithmetic,C1,claude-opus-4-6,ok,1.0
tokenize_arithmetic,C1,gpt-5.4,ok,1.0
tokenize_arithmetic,C1+,claude-opus-4-6,ok,1.0
tokenize_arithmetic,C1+,gpt-5.4,ok,1.0
tokenize_arithmetic,C2,claude-opus-4-6,ok,1.0
tokenize_arithmetic,C2,gpt-5.4,ok,1.0
tokenize_arithmetic,C3,claude-opus-4-6,ok,1.0
tokenize_arithmetic,C3,gpt-5.4,parse_failure,0.0
tokenize_arithmetic,C4,claude-opus-4-6,ok,1.0
tokenize_arithmetic,C4,gpt-5.4,ok,1.0
top_k_by,C1,claude-opus-4-6,parse_failure,0.0
top_k_by,C1,gpt-5.4,ok,1.0
top_k_by,C1+,claude-opus-4-6,ok,0.09090909090909091
top_k_by,C1+,gpt-5.4,ok,0.09090909090909091
top_k_by,C2,claude-opus-4-6,ok,1.0
top_k_by,C2,gpt-5.4,ok,1.0
top_k_by,C3,claude-opus-4-6,ok,1.0
top_k_by,C3,gpt-5.4,ok,1.0
top_k_by,C4,claude-opus-4-6,ok,1.0
top_k_by,C4,gpt-5.4,ok,1.0
two_sum_sorted_pairs,C1,claude-opus-4-6,ok,1.0
two_sum_sorted_pairs,C1,gpt-5.4,ok,1.0
two_sum_sorted_pairs,C1+,claude-opus-4-6,ok,1.0
two_sum_sorted_pairs,C1+,gpt-5.4,ok,1.0
two_sum_sorted_pairs,C2,claude-opus-4-6,ok,1.0
two_sum_sorted_pairs,C2,gpt-5.4,ok,1.0
two_sum_sorted_pairs,C3,claude-opus-4-6,ok,1.0
two_sum_sorted_pairs,C3,gpt-5.4,ok,1.0
two_sum_sorted_pairs,C4,claude-opus-4-6,ok,1.0
two_sum_sorted_pairs,C4,gpt-5.4,ok,1.0
welford_running_stats,C1,claude-opus-4-6,ok,1.0
welford_running_stats,C1,gpt-5.4,ok,1.0
welford_running_stats,C1+,claude-opus-4-6,ok,1.0
welford_running_stats,C1+,gpt-5.4,ok,1.0
welford_running_stats,C2,claude-opus-4-6,ok,1.0
welford_running_stats,C2,gpt-5.4,ok,1.0
welford_running_stats,C3,claude-opus-4-6,ok,1.0
welford_running_stats,C3,gpt-5.4,ok,1.0
welford_running_stats,C4,claude-opus-4-6,ok,1.0
welford_running_stats,C4,gpt-5.4,ok,1.0
